ID,Marker,Stage,Tissue,RepID,Info,DataAuthor
ENCFF953DRQ,H3K4me3,E16.5,Stomach,2,ExpAcc:ENCSR684UWM md5sum:7e533efb6b8cc632f265ff5ec04653a9 URL:https://www.encodeproject.org/files/ENCFF953DRQ/@@download/ENCFF953DRQ.bam genomeversion:mm10,renlab
ENCFF277VYQ,H3K4me3,E16.5,Stomach,1,ExpAcc:ENCSR684UWM md5sum:e8a825af1a31ab9dba6dbe90e7ecca42 URL:https://www.encodeproject.org/files/ENCFF277VYQ/@@download/ENCFF277VYQ.bam genomeversion:mm10,renlab
ENCFF532WDX,H3K4me1,E16.5,Midbrain,1,ExpAcc:ENCSR678FIT md5sum:69f70789db32b9f2145097d861554f0d URL:https://www.encodeproject.org/files/ENCFF532WDX/@@download/ENCFF532WDX.bam genomeversion:mm10,renlab
ENCFF402XEN,H3K4me1,E16.5,Midbrain,2,ExpAcc:ENCSR678FIT md5sum:f32331ec314fc516b48aa2f851735b45 URL:https://www.encodeproject.org/files/ENCFF402XEN/@@download/ENCFF402XEN.bam genomeversion:mm10,renlab
ENCFF260YZH,H3K4me3,E15.5,Neural-tube,2,ExpAcc:ENCSR044SNE md5sum:8657f989e036b1b7944d6c78c459ba04 URL:https://www.encodeproject.org/files/ENCFF260YZH/@@download/ENCFF260YZH.bam genomeversion:mm10,renlab
ENCFF977JRY,H3K4me3,E15.5,Neural-tube,1,ExpAcc:ENCSR044SNE md5sum:e00bf6d61cb435b7df9d7f8ae5f96038 URL:https://www.encodeproject.org/files/ENCFF977JRY/@@download/ENCFF977JRY.bam genomeversion:mm10,renlab
ENCFF988KOX,H3K4me2,E15.5,Forebrain,2,ExpAcc:ENCSR402ZLE md5sum:8e4f430dc760b3938d46f833e5ce9184 URL:https://www.encodeproject.org/files/ENCFF988KOX/@@download/ENCFF988KOX.bam genomeversion:mm10,renlab
ENCFF641GFN,H3K4me2,E15.5,Forebrain,1,ExpAcc:ENCSR402ZLE md5sum:68681d4f3d1851029b8c981a253ec195 URL:https://www.encodeproject.org/files/ENCFF641GFN/@@download/ENCFF641GFN.bam genomeversion:mm10,renlab
ENCFF333LWI,H3K9ac,E14.5,Stomach,1,ExpAcc:ENCSR293ORS md5sum:67af994cba391be1a99ba7aabf7bec73 URL:https://www.encodeproject.org/files/ENCFF333LWI/@@download/ENCFF333LWI.bam genomeversion:mm10,renlab
ENCFF921RWN,H3K9ac,E14.5,Stomach,2,ExpAcc:ENCSR293ORS md5sum:9ef4b3e4ae7b3fc79b36fd622caa97be URL:https://www.encodeproject.org/files/ENCFF921RWN/@@download/ENCFF921RWN.bam genomeversion:mm10,renlab
ENCFF201AZE,H3K27ac,E15.5,Stomach,1,ExpAcc:ENCSR929SEW md5sum:f8c527aaf5bd5fb4fd99b81dc434636b URL:https://www.encodeproject.org/files/ENCFF201AZE/@@download/ENCFF201AZE.bam genomeversion:mm10,renlab
ENCFF919PKG,H3K27ac,E15.5,Stomach,2,ExpAcc:ENCSR929SEW md5sum:a21814536c195cef13428cd4acafc09c URL:https://www.encodeproject.org/files/ENCFF919PKG/@@download/ENCFF919PKG.bam genomeversion:mm10,renlab
ENCFF144LQR,H3K4me3,E14.5,Hindbrain,2,ExpAcc:ENCSR185JBL md5sum:c62afb0c0784a1995461b018568df275 URL:https://www.encodeproject.org/files/ENCFF144LQR/@@download/ENCFF144LQR.bam genomeversion:mm10,renlab
ENCFF484FBY,H3K4me3,E14.5,Hindbrain,1,ExpAcc:ENCSR185JBL md5sum:b45905dbba0aa92dae9cce673263be40 URL:https://www.encodeproject.org/files/ENCFF484FBY/@@download/ENCFF484FBY.bam genomeversion:mm10,renlab
ENCFF359RLE,H3K36me3,P0,Hindbrain,1,ExpAcc:ENCSR458PAO md5sum:d1d54dfa59acee9ace800714084e33f0 URL:https://www.encodeproject.org/files/ENCFF359RLE/@@download/ENCFF359RLE.bam genomeversion:mm10,renlab
ENCFF646BRW,H3K36me3,P0,Hindbrain,2,ExpAcc:ENCSR458PAO md5sum:d25799384aea89057078a1aaff662eb6 URL:https://www.encodeproject.org/files/ENCFF646BRW/@@download/ENCFF646BRW.bam genomeversion:mm10,renlab
ENCFF929OFY,H3K4me1,E14.5,Midbrain,2,ExpAcc:ENCSR037HLB md5sum:e9158cfd16a91ff1bd18b2881f1da98d URL:https://www.encodeproject.org/files/ENCFF929OFY/@@download/ENCFF929OFY.bam genomeversion:mm10,renlab
ENCFF617CCN,H3K4me1,E14.5,Midbrain,1,ExpAcc:ENCSR037HLB md5sum:0878bced892797715b6dd32587a41283 URL:https://www.encodeproject.org/files/ENCFF617CCN/@@download/ENCFF617CCN.bam genomeversion:mm10,renlab
ENCFF830UQW,H3K4me2,E16.5,Hindbrain,2,ExpAcc:ENCSR161DAW md5sum:189c79344276c13751a01c774355fa59 URL:https://www.encodeproject.org/files/ENCFF830UQW/@@download/ENCFF830UQW.bam genomeversion:mm10,renlab
ENCFF197FFU,H3K4me2,E16.5,Hindbrain,1,ExpAcc:ENCSR161DAW md5sum:ab08e405a43dbb49edc02767a5da4b4b URL:https://www.encodeproject.org/files/ENCFF197FFU/@@download/ENCFF197FFU.bam genomeversion:mm10,renlab
ENCFF332FYK,H3K27ac,P0,Stomach,1,ExpAcc:ENCSR346FJG md5sum:a3fee3282d3c7601893ff729f6ae99e1 URL:https://www.encodeproject.org/files/ENCFF332FYK/@@download/ENCFF332FYK.bam genomeversion:mm10,renlab
ENCFF201DXG,H3K27ac,P0,Stomach,2,ExpAcc:ENCSR346FJG md5sum:91a5c0c31a5a645c02ca2be83d012d88 URL:https://www.encodeproject.org/files/ENCFF201DXG/@@download/ENCFF201DXG.bam genomeversion:mm10,renlab
ENCFF634JIH,H3K9ac,E13.5,Liver,2,ExpAcc:ENCSR868FWZ md5sum:8640a1d7a6a482b7056df62dd8f47234 URL:https://www.encodeproject.org/files/ENCFF634JIH/@@download/ENCFF634JIH.bam genomeversion:mm10,renlab
ENCFF117AUW,H3K9ac,E13.5,Liver,1,ExpAcc:ENCSR868FWZ md5sum:e33dc154f4446f28defffdc28eff2706 URL:https://www.encodeproject.org/files/ENCFF117AUW/@@download/ENCFF117AUW.bam genomeversion:mm10,renlab
ENCFF609YLJ,H3K27me3,E11.5,Forebrain,1,ExpAcc:ENCSR944XPB md5sum:cb54f5c52e5e732377fc57de174324b1 URL:https://www.encodeproject.org/files/ENCFF609YLJ/@@download/ENCFF609YLJ.bam genomeversion:mm10,renlab
ENCFF529CGH,H3K27me3,E11.5,Forebrain,2,ExpAcc:ENCSR944XPB md5sum:6c13f7979740aceaf4089f4a171cacbd URL:https://www.encodeproject.org/files/ENCFF529CGH/@@download/ENCFF529CGH.bam genomeversion:mm10,renlab
ENCFF876EZY,H3K4me2,P0,Stomach,1,ExpAcc:ENCSR288LNF md5sum:c8c3e1d08b4c864afe91be1d479d3f97 URL:https://www.encodeproject.org/files/ENCFF876EZY/@@download/ENCFF876EZY.bam genomeversion:mm10,renlab
ENCFF690IWF,H3K4me2,P0,Stomach,2,ExpAcc:ENCSR288LNF md5sum:bd3f48f73436aa33c702f5dc37c62964 URL:https://www.encodeproject.org/files/ENCFF690IWF/@@download/ENCFF690IWF.bam genomeversion:mm10,renlab
ENCFF226JAR,H3K9ac,E15.5,Hindbrain,2,ExpAcc:ENCSR639KSW md5sum:640f0a0d03becae31b40aca9273854ae URL:https://www.encodeproject.org/files/ENCFF226JAR/@@download/ENCFF226JAR.bam genomeversion:mm10,renlab
ENCFF869AJU,H3K9ac,E15.5,Hindbrain,1,ExpAcc:ENCSR639KSW md5sum:eeb8a0ee8e82f4a6d61f1f70fcc6f34c URL:https://www.encodeproject.org/files/ENCFF869AJU/@@download/ENCFF869AJU.bam genomeversion:mm10,renlab
ENCFF226HOB,H3K27ac,E13.5,Neural-tube,2,ExpAcc:ENCSR289SWJ md5sum:6c4d23cf0e9177af294787addbde26c4 URL:https://www.encodeproject.org/files/ENCFF226HOB/@@download/ENCFF226HOB.bam genomeversion:mm10,renlab
ENCFF828RBX,H3K27ac,E13.5,Neural-tube,1,ExpAcc:ENCSR289SWJ md5sum:75e04b1182c00f3fb7f4cfad22414138 URL:https://www.encodeproject.org/files/ENCFF828RBX/@@download/ENCFF828RBX.bam genomeversion:mm10,renlab
ENCFF712BCY,H3K27ac,E15.5,Forebrain,1,ExpAcc:ENCSR691NQH md5sum:c75de1680f5fc6402b17787c64a08d97 URL:https://www.encodeproject.org/files/ENCFF712BCY/@@download/ENCFF712BCY.bam genomeversion:mm10,renlab
ENCFF236LMZ,H3K27ac,E15.5,Forebrain,2,ExpAcc:ENCSR691NQH md5sum:2e7f7b334aec9db1f0e8c0e82f4e0675 URL:https://www.encodeproject.org/files/ENCFF236LMZ/@@download/ENCFF236LMZ.bam genomeversion:mm10,renlab
ENCFF789HIF,H3K4me1,E16.5,Lung,2,ExpAcc:ENCSR387YSD md5sum:c501055d3041f9ddf4f5d013d6c9e43e URL:https://www.encodeproject.org/files/ENCFF789HIF/@@download/ENCFF789HIF.bam genomeversion:mm10,renlab
ENCFF213CFN,H3K4me1,E16.5,Lung,1,ExpAcc:ENCSR387YSD md5sum:98511256e43e50e0b4bddd293022fe1f URL:https://www.encodeproject.org/files/ENCFF213CFN/@@download/ENCFF213CFN.bam genomeversion:mm10,renlab
ENCFF968STD,H3K9ac,E14.5,Limb,2,ExpAcc:ENCSR274ACJ md5sum:a18a4e5672fe9b760f60c669b696ac6f URL:https://www.encodeproject.org/files/ENCFF968STD/@@download/ENCFF968STD.bam genomeversion:mm10,renlab
ENCFF601WGQ,H3K9ac,E14.5,Limb,1,ExpAcc:ENCSR274ACJ md5sum:abee4b940948c880cf4e01e561f61fa1 URL:https://www.encodeproject.org/files/ENCFF601WGQ/@@download/ENCFF601WGQ.bam genomeversion:mm10,renlab
ENCFF759ZZI,H3K4me2,E16.5,Liver,1,ExpAcc:ENCSR458FBL md5sum:38ee3358691eb94cb4ef045c35e2918b URL:https://www.encodeproject.org/files/ENCFF759ZZI/@@download/ENCFF759ZZI.bam genomeversion:mm10,renlab
ENCFF890RRD,H3K4me2,E16.5,Liver,2,ExpAcc:ENCSR458FBL md5sum:b183500a634586e5fe0b19fb993871f0 URL:https://www.encodeproject.org/files/ENCFF890RRD/@@download/ENCFF890RRD.bam genomeversion:mm10,renlab
ENCFF597JKA,H3K9ac,E13.5,Midbrain,1,ExpAcc:ENCSR286OKN md5sum:7a64ed792407470c5d69cabf717ea9e3 URL:https://www.encodeproject.org/files/ENCFF597JKA/@@download/ENCFF597JKA.bam genomeversion:mm10,renlab
ENCFF374JEH,H3K9ac,E13.5,Midbrain,2,ExpAcc:ENCSR286OKN md5sum:faa81d66e844a1b96d4ef795e04c6bac URL:https://www.encodeproject.org/files/ENCFF374JEH/@@download/ENCFF374JEH.bam genomeversion:mm10,renlab
ENCFF125WGF,H3K36me3,E15.5,Kidney,2,ExpAcc:ENCSR455UTX md5sum:54aa586a2bb1e5101a7e28c0070ba520 URL:https://www.encodeproject.org/files/ENCFF125WGF/@@download/ENCFF125WGF.bam genomeversion:mm10,renlab
ENCFF785HTE,H3K36me3,E15.5,Kidney,1,ExpAcc:ENCSR455UTX md5sum:12d969d4ccdeb0e23bad661553c35291 URL:https://www.encodeproject.org/files/ENCFF785HTE/@@download/ENCFF785HTE.bam genomeversion:mm10,renlab
ENCFF935FDP,H3K27me3,E13.5,Forebrain,2,ExpAcc:ENCSR736GVO md5sum:36fe90332d60ea265e2cea6e8471c2b6 URL:https://www.encodeproject.org/files/ENCFF935FDP/@@download/ENCFF935FDP.bam genomeversion:mm10,renlab
ENCFF319TLJ,H3K27me3,E13.5,Forebrain,1,ExpAcc:ENCSR736GVO md5sum:ce3f45e86fc9337ab39c179933786859 URL:https://www.encodeproject.org/files/ENCFF319TLJ/@@download/ENCFF319TLJ.bam genomeversion:mm10,renlab
ENCFF581QBT,H3K36me3,E14.5,Heart,2,ExpAcc:ENCSR641EME md5sum:0dc5a2ddecad8d5f3c39c45dc0f7b0fb URL:https://www.encodeproject.org/files/ENCFF581QBT/@@download/ENCFF581QBT.bam genomeversion:mm10,renlab
ENCFF871WXL,H3K36me3,E14.5,Heart,1,ExpAcc:ENCSR641EME md5sum:145292f841d2a7c0417b38f849b73fe5 URL:https://www.encodeproject.org/files/ENCFF871WXL/@@download/ENCFF871WXL.bam genomeversion:mm10,renlab
ENCFF846BNH,H3K4me2,E16.5,Lung,2,ExpAcc:ENCSR154DTK md5sum:43e56a053ff2ff0b8310d770383a448a URL:https://www.encodeproject.org/files/ENCFF846BNH/@@download/ENCFF846BNH.bam genomeversion:mm10,renlab
ENCFF053PLH,H3K4me2,E16.5,Lung,1,ExpAcc:ENCSR154DTK md5sum:775834a1b7147e736028cd55ac10b728 URL:https://www.encodeproject.org/files/ENCFF053PLH/@@download/ENCFF053PLH.bam genomeversion:mm10,renlab
ENCFF300OGH,H3K27me3,P0,Liver,1,ExpAcc:ENCSR973UGS md5sum:dc13ccd3d2a8bdf49a97b76c01c036f6 URL:https://www.encodeproject.org/files/ENCFF300OGH/@@download/ENCFF300OGH.bam genomeversion:mm10,renlab
ENCFF600PAE,H3K27me3,P0,Liver,2,ExpAcc:ENCSR973UGS md5sum:720fdeab94fed004b41619337d936eb4 URL:https://www.encodeproject.org/files/ENCFF600PAE/@@download/ENCFF600PAE.bam genomeversion:mm10,renlab
ENCFF024RNM,H3K36me3,E16.5,Midbrain,2,ExpAcc:ENCSR205XBQ md5sum:fa256a3c342c7cc7924b13e67523eef4 URL:https://www.encodeproject.org/files/ENCFF024RNM/@@download/ENCFF024RNM.bam genomeversion:mm10,renlab
ENCFF799JCV,H3K36me3,E16.5,Midbrain,1,ExpAcc:ENCSR205XBQ md5sum:9ae19170edc93bccc7958ad545aa3589 URL:https://www.encodeproject.org/files/ENCFF799JCV/@@download/ENCFF799JCV.bam genomeversion:mm10,renlab
ENCFF592ZLM,H3K27ac,E16.5,Stomach,1,ExpAcc:ENCSR546ANT md5sum:86cd4d59d18ab89a9e8c0f0cf25c70a2 URL:https://www.encodeproject.org/files/ENCFF592ZLM/@@download/ENCFF592ZLM.bam genomeversion:mm10,renlab
ENCFF341JXI,H3K27ac,E16.5,Stomach,2,ExpAcc:ENCSR546ANT md5sum:39a3a416e02e96aa35e8198e522276bf URL:https://www.encodeproject.org/files/ENCFF341JXI/@@download/ENCFF341JXI.bam genomeversion:mm10,renlab
ENCFF433WDT,H3K9ac,E13.5,Cranio-facial,1,ExpAcc:ENCSR780NWL md5sum:e0680e062fe07b885005492d8d7865a5 URL:https://www.encodeproject.org/files/ENCFF433WDT/@@download/ENCFF433WDT.bam genomeversion:mm10,renlab
ENCFF252OHP,H3K9ac,E13.5,Cranio-facial,2,ExpAcc:ENCSR780NWL md5sum:c91bc45867aa09fc0e425b4461816ddd URL:https://www.encodeproject.org/files/ENCFF252OHP/@@download/ENCFF252OHP.bam genomeversion:mm10,renlab
ENCFF529JJG,H3K4me2,P0,Heart,1,ExpAcc:ENCSR373OCX md5sum:f5d58248491309fe39ff9492cbc99fad URL:https://www.encodeproject.org/files/ENCFF529JJG/@@download/ENCFF529JJG.bam genomeversion:mm10,renlab
ENCFF136RCK,H3K4me2,P0,Heart,2,ExpAcc:ENCSR373OCX md5sum:296935ad777d847fb233a6e2bb81ab51 URL:https://www.encodeproject.org/files/ENCFF136RCK/@@download/ENCFF136RCK.bam genomeversion:mm10,renlab
ENCFF783YDX,H3K27ac,P0,Hindbrain,2,ExpAcc:ENCSR332JYZ md5sum:9d5916dcb10229f134aa30bb5c69aad3 URL:https://www.encodeproject.org/files/ENCFF783YDX/@@download/ENCFF783YDX.bam genomeversion:mm10,renlab
ENCFF964XYN,H3K27ac,P0,Hindbrain,1,ExpAcc:ENCSR332JYZ md5sum:a1319e0ea2a68b66cf44600f40c2749f URL:https://www.encodeproject.org/files/ENCFF964XYN/@@download/ENCFF964XYN.bam genomeversion:mm10,renlab
ENCFF849AGF,H3K27me3,E15.5,Liver,1,ExpAcc:ENCSR570HJI md5sum:e4527002b7a72c80ece3ece0b698bbb5 URL:https://www.encodeproject.org/files/ENCFF849AGF/@@download/ENCFF849AGF.bam genomeversion:mm10,renlab
ENCFF728NIO,H3K27me3,E15.5,Liver,2,ExpAcc:ENCSR570HJI md5sum:af1f33fe3f6db962c94722501fb09e22 URL:https://www.encodeproject.org/files/ENCFF728NIO/@@download/ENCFF728NIO.bam genomeversion:mm10,renlab
ENCFF032YIM,H3K4me1,P0,Heart,2,ExpAcc:ENCSR488OCA md5sum:bd0ea7f96e7e2905aaeb3eb8033f96b1 URL:https://www.encodeproject.org/files/ENCFF032YIM/@@download/ENCFF032YIM.bam genomeversion:mm10,renlab
ENCFF922XFN,H3K4me1,P0,Heart,1,ExpAcc:ENCSR488OCA md5sum:3f2a56bde6228eab854612e531dff6b3 URL:https://www.encodeproject.org/files/ENCFF922XFN/@@download/ENCFF922XFN.bam genomeversion:mm10,renlab
ENCFF882GPF,H3K27ac,E13.5,Cranio-facial,1,ExpAcc:ENCSR420MUV md5sum:00722328b3aad6bea594372f741f66be URL:https://www.encodeproject.org/files/ENCFF882GPF/@@download/ENCFF882GPF.bam genomeversion:mm10,renlab
ENCFF174VJA,H3K27ac,E13.5,Cranio-facial,2,ExpAcc:ENCSR420MUV md5sum:8799550dcf4fb4dbdc00ca6b3a512e1f URL:https://www.encodeproject.org/files/ENCFF174VJA/@@download/ENCFF174VJA.bam genomeversion:mm10,renlab
ENCFF255PTZ,H3K4me3,E14.5,Limb,1,ExpAcc:ENCSR176BXC md5sum:40ac6006a1f4f51bfa84c756991d2a94 URL:https://www.encodeproject.org/files/ENCFF255PTZ/@@download/ENCFF255PTZ.bam genomeversion:mm10,renlab
ENCFF349ZED,H3K4me3,E14.5,Limb,2,ExpAcc:ENCSR176BXC md5sum:1a416cf92b1f3f62ac187036ddf71ae1 URL:https://www.encodeproject.org/files/ENCFF349ZED/@@download/ENCFF349ZED.bam genomeversion:mm10,renlab
ENCFF570SXA,H3K27me3,P0,Kidney,2,ExpAcc:ENCSR564JKR md5sum:c6d4cd58ec54314527cdc20a494e1d30 URL:https://www.encodeproject.org/files/ENCFF570SXA/@@download/ENCFF570SXA.bam genomeversion:mm10,renlab
ENCFF044JXD,H3K27me3,P0,Kidney,1,ExpAcc:ENCSR564JKR md5sum:af5fb57e5ca8be53f148ba83705510d5 URL:https://www.encodeproject.org/files/ENCFF044JXD/@@download/ENCFF044JXD.bam genomeversion:mm10,renlab
ENCFF603KJV,H3K27me3,P0,Forebrain,2,ExpAcc:ENCSR070MOK md5sum:c15d5262ac4547666485edda3322a430 URL:https://www.encodeproject.org/files/ENCFF603KJV/@@download/ENCFF603KJV.bam genomeversion:mm10,renlab
ENCFF862GWG,H3K27me3,P0,Forebrain,1,ExpAcc:ENCSR070MOK md5sum:d6a2749f8dfe1f50976894a13cdb423a URL:https://www.encodeproject.org/files/ENCFF862GWG/@@download/ENCFF862GWG.bam genomeversion:mm10,renlab
ENCFF180FSZ,H3K4me1,E13.5,Limb,2,ExpAcc:ENCSR426EZM md5sum:a38f920755d30961673529054f657167 URL:https://www.encodeproject.org/files/ENCFF180FSZ/@@download/ENCFF180FSZ.bam genomeversion:mm10,renlab
ENCFF110VQJ,H3K4me1,E13.5,Limb,1,ExpAcc:ENCSR426EZM md5sum:aaf63d84e777d5799cceccef4020a825 URL:https://www.encodeproject.org/files/ENCFF110VQJ/@@download/ENCFF110VQJ.bam genomeversion:mm10,renlab
ENCFF035CQN,H3K27me3,E15.5,Stomach,2,ExpAcc:ENCSR282GAG md5sum:fc05af85f2c1972e5b05833fa4611d99 URL:https://www.encodeproject.org/files/ENCFF035CQN/@@download/ENCFF035CQN.bam genomeversion:mm10,renlab
ENCFF344FRV,H3K27me3,E15.5,Stomach,1,ExpAcc:ENCSR282GAG md5sum:d619fe43658411e00275a807441bc7ff URL:https://www.encodeproject.org/files/ENCFF344FRV/@@download/ENCFF344FRV.bam genomeversion:mm10,renlab
ENCFF556KBV,H3K27me3,E13.5,Heart,2,ExpAcc:ENCSR380BBL md5sum:f6cdf079876cd855d8c74c1d35bedf1a URL:https://www.encodeproject.org/files/ENCFF556KBV/@@download/ENCFF556KBV.bam genomeversion:mm10,renlab
ENCFF023TPO,H3K27me3,E13.5,Heart,1,ExpAcc:ENCSR380BBL md5sum:9d843b910fe50a1f1087b4b9745d5fc1 URL:https://www.encodeproject.org/files/ENCFF023TPO/@@download/ENCFF023TPO.bam genomeversion:mm10,renlab
ENCFF140MOQ,H3K4me2,P0,Forebrain,1,ExpAcc:ENCSR906UJW md5sum:388310a7e853efb69f32b31078dd4953 URL:https://www.encodeproject.org/files/ENCFF140MOQ/@@download/ENCFF140MOQ.bam genomeversion:mm10,renlab
ENCFF406DCR,H3K4me2,P0,Forebrain,2,ExpAcc:ENCSR906UJW md5sum:dfc2546d3195feb6a9374c04221b1a3f URL:https://www.encodeproject.org/files/ENCFF406DCR/@@download/ENCFF406DCR.bam genomeversion:mm10,renlab
ENCFF187LXA,H3K36me3,E13.5,Heart,2,ExpAcc:ENCSR239TSZ md5sum:b1ddda01a286293bae702bae3f31b98a URL:https://www.encodeproject.org/files/ENCFF187LXA/@@download/ENCFF187LXA.bam genomeversion:mm10,renlab
ENCFF959ORU,H3K36me3,E13.5,Heart,1,ExpAcc:ENCSR239TSZ md5sum:36ae0ef2c851a1f3aea0527ccfca37aa URL:https://www.encodeproject.org/files/ENCFF959ORU/@@download/ENCFF959ORU.bam genomeversion:mm10,renlab
ENCFF414HHB,H3K9ac,E15.5,Cranio-facial,1,ExpAcc:ENCSR755PMX md5sum:bcbbfc8fd33d0d06a56b75f326c26af8 URL:https://www.encodeproject.org/files/ENCFF414HHB/@@download/ENCFF414HHB.bam genomeversion:mm10,renlab
ENCFF966DWN,H3K9ac,E15.5,Cranio-facial,2,ExpAcc:ENCSR755PMX md5sum:cd3d164c84aabfce6ca9cf23f9c62fb2 URL:https://www.encodeproject.org/files/ENCFF966DWN/@@download/ENCFF966DWN.bam genomeversion:mm10,renlab
ENCFF877RGB,H3K4me2,P0,Kidney,1,ExpAcc:ENCSR516TYD md5sum:02cee15a19d7adf1e32cb3f7d689898c URL:https://www.encodeproject.org/files/ENCFF877RGB/@@download/ENCFF877RGB.bam genomeversion:mm10,renlab
ENCFF907DFB,H3K4me2,P0,Kidney,2,ExpAcc:ENCSR516TYD md5sum:9db4be3b9fa9ad87648a9ce394b05dd6 URL:https://www.encodeproject.org/files/ENCFF907DFB/@@download/ENCFF907DFB.bam genomeversion:mm10,renlab
ENCFF390MHY,H3K9ac,E14.5,Liver,2,ExpAcc:ENCSR898WIS md5sum:37ef029dd5eb5af6eb9590d299be7d2e URL:https://www.encodeproject.org/files/ENCFF390MHY/@@download/ENCFF390MHY.bam genomeversion:mm10,renlab
ENCFF698NRM,H3K9ac,E14.5,Liver,1,ExpAcc:ENCSR898WIS md5sum:65a29740d5a85809108b7391510da8f5 URL:https://www.encodeproject.org/files/ENCFF698NRM/@@download/ENCFF698NRM.bam genomeversion:mm10,renlab
ENCFF452NTG,H3K4me2,E11.5,Limb,2,ExpAcc:ENCSR115FTP md5sum:2184621eba4cab7faa3eaee83ab2bef2 URL:https://www.encodeproject.org/files/ENCFF452NTG/@@download/ENCFF452NTG.bam genomeversion:mm10,renlab
ENCFF467UWM,H3K4me2,E11.5,Limb,1,ExpAcc:ENCSR115FTP md5sum:7cd3f062b3adeaa5d447f0efbb33c079 URL:https://www.encodeproject.org/files/ENCFF467UWM/@@download/ENCFF467UWM.bam genomeversion:mm10,renlab
ENCFF536OKC,H3K9ac,E16.5,Hindbrain,1,ExpAcc:ENCSR718CAJ md5sum:416f8439bb3bad199935d98c93270b89 URL:https://www.encodeproject.org/files/ENCFF536OKC/@@download/ENCFF536OKC.bam genomeversion:mm10,renlab
ENCFF952ZQR,H3K9ac,E16.5,Hindbrain,2,ExpAcc:ENCSR718CAJ md5sum:af43cd63b79fbb10b44e519b97e52a82 URL:https://www.encodeproject.org/files/ENCFF952ZQR/@@download/ENCFF952ZQR.bam genomeversion:mm10,renlab
ENCFF304MCO,H3K27me3,E16.5,Forebrain,1,ExpAcc:ENCSR658BBG md5sum:6ab15458999873b327295b2f84a4d7c4 URL:https://www.encodeproject.org/files/ENCFF304MCO/@@download/ENCFF304MCO.bam genomeversion:mm10,renlab
ENCFF731UDR,H3K27me3,E16.5,Forebrain,2,ExpAcc:ENCSR658BBG md5sum:424540e657d1b0641cbea87ef32fa61c URL:https://www.encodeproject.org/files/ENCFF731UDR/@@download/ENCFF731UDR.bam genomeversion:mm10,renlab
ENCFF777BPB,H3K4me2,E15.5,Limb,2,ExpAcc:ENCSR098AHF md5sum:c5385a3953a0d88fc33cc2276466ebb0 URL:https://www.encodeproject.org/files/ENCFF777BPB/@@download/ENCFF777BPB.bam genomeversion:mm10,renlab
ENCFF233IGC,H3K4me2,E15.5,Limb,1,ExpAcc:ENCSR098AHF md5sum:56c4e0977632a78a70919c10f8710b2d URL:https://www.encodeproject.org/files/ENCFF233IGC/@@download/ENCFF233IGC.bam genomeversion:mm10,renlab
ENCFF258EYA,H3K4me1,P0,Forebrain,1,ExpAcc:ENCSR465PLB md5sum:9b8effce92943a27487da90442175c10 URL:https://www.encodeproject.org/files/ENCFF258EYA/@@download/ENCFF258EYA.bam genomeversion:mm10,renlab
ENCFF633AGK,H3K4me1,P0,Forebrain,2,ExpAcc:ENCSR465PLB md5sum:77b59183ff480a017b81fbbc37a563ee URL:https://www.encodeproject.org/files/ENCFF633AGK/@@download/ENCFF633AGK.bam genomeversion:mm10,renlab
ENCFF361EPG,H3K4me3,E13.5,Midbrain,1,ExpAcc:ENCSR167ZGV md5sum:32801016fdac9073349ccdb6f2280978 URL:https://www.encodeproject.org/files/ENCFF361EPG/@@download/ENCFF361EPG.bam genomeversion:mm10,renlab
ENCFF615ZQC,H3K4me3,E13.5,Midbrain,2,ExpAcc:ENCSR167ZGV md5sum:84dfdf025790d9a0bcc1b118afb51a01 URL:https://www.encodeproject.org/files/ENCFF615ZQC/@@download/ENCFF615ZQC.bam genomeversion:mm10,renlab
ENCFF037XMC,H3K4me1,E15.5,Cranio-facial,2,ExpAcc:ENCSR091WNX md5sum:8edb00ade12ee31ac4d6628879ddcd2a URL:https://www.encodeproject.org/files/ENCFF037XMC/@@download/ENCFF037XMC.bam genomeversion:mm10,renlab
ENCFF797XUR,H3K4me1,E15.5,Cranio-facial,1,ExpAcc:ENCSR091WNX md5sum:e5a4f70cfa0b6db2adf68d5424555dd9 URL:https://www.encodeproject.org/files/ENCFF797XUR/@@download/ENCFF797XUR.bam genomeversion:mm10,renlab
ENCFF219SLG,H3K27me3,E14.5,Forebrain,2,ExpAcc:ENCSR831YAX md5sum:60aec9ae4f4167c19a06194a0b0d7600 URL:https://www.encodeproject.org/files/ENCFF219SLG/@@download/ENCFF219SLG.bam genomeversion:mm10,renlab
ENCFF707BZA,H3K27me3,E14.5,Forebrain,1,ExpAcc:ENCSR831YAX md5sum:adcec76114cc94a2a9b2ea7da8f39363 URL:https://www.encodeproject.org/files/ENCFF707BZA/@@download/ENCFF707BZA.bam genomeversion:mm10,renlab
ENCFF180PVS,H3K9ac,E16.5,Intestine,1,ExpAcc:ENCSR749PZB md5sum:421caa0b70301c841f87528cc4074921 URL:https://www.encodeproject.org/files/ENCFF180PVS/@@download/ENCFF180PVS.bam genomeversion:mm10,renlab
ENCFF058IDO,H3K9ac,E16.5,Intestine,2,ExpAcc:ENCSR749PZB md5sum:ba75af4ef12fc986c141dcbbc8f2e13c URL:https://www.encodeproject.org/files/ENCFF058IDO/@@download/ENCFF058IDO.bam genomeversion:mm10,renlab
